Index,target,load,SensorI,SensorII,SensorIII,SensorIV,sum_Sensor,ABSsum_Sensor,median_Sensor,SensorI^2,SensorII^2,SensorIII^2,SensorIV^2,SensorI^3,SensorII^3,SensorIII^3,SensorIV^3,Multi_Sensor
52,0,20,16.9503,0.659827,-3.46938,-0.301732,13.839015,21.381239,0.1790475,287.3126701,0.43537167,12.03659758,0.0910422,4870.035952,0.287269983,-41.75953093,-0.027470345,11.70794609
53,0,0,0.624158,-2.27335,-0.937385,-0.781332,-3.367909,4.616225,-0.8593585,0.389573209,5.168120223,0.878690638,0.610479694,0.243155235,-11.74894611,-0.823671424,-0.47698732,-1.039236655
54,0,30,1.38876,0.4941,1.40126,1.05723,4.34135,4.34135,1.222995,1.928654338,0.24413481,1.963529588,1.117735273,2.678437998,0.12062701,2.75141547,1.181703263,1.016553538
55,0,20,0.946777,6.34022,-5.04935,2.6973,4.934947,15.033647,1.8220385,0.896386688,40.19838965,25.49593542,7.27542729,0.848678299,254.866634,-128.7379015,19.62401003,-81.75545775
56,0,70,9.87153,3.27002,-11.244,-2.77383,-0.87628,27.15938,0.248095,97.44710454,10.6930308,126.427536,7.694132869,961.9520159,34.96642458,-1421.551215,-21.34221658,1006.782265
57,1,80,3.55089,-1.10755,0.0931178,4.20443,6.7408878,8.9559878,1.8220039,12.60881979,1.226667003,0.008670925,17.67723162,44.77253211,-1.358595039,0.000807417,74.32268296,-1.539715187
58,0,10,-3.50044,2.78803,1.01836,0.676658,0.982608,7.983488,0.847509,12.25308019,7.773111281,1.03705709,0.457866049,-42.89117203,21.67166744,1.056097458,0.309818725,-6.724974373
59,1,70,-0.959838,5.68141,-2.42214,1.53953,3.838962,10.602918,0.289846,0.921288986,32.27841959,5.86676218,2.370152621,-0.884288178,183.3869358,-14.21011935,3.648921064,20.33487322
60,1,80,1.92022,-0.85017,-4.317,2.23207,-1.01488,9.31946,0.535025,3.687244848,0.722789029,18.636489,4.982136485,7.080321303,-0.614493549,-80.45372301,11.12047738,15.73064839
61,1,10,-7.52185,1.46141,-1.62544,-0.318613,-8.004493,10.927313,-0.9720265,56.57822742,2.135719188,2.642055194,0.101514244,-425.5729399,3.121161379,-4.294502194,-0.032343758,-5.692868841
62,0,70,8.44677,-0.0757123,3.07664,-4.62587,6.8218277,16.2249923,1.50046385,71.34792343,0.005732352,9.46571369,21.39867326,602.6594992,-0.00043401,29.12259337,-98.98748066,9.101798445
63,1,10,-0.269189,-0.104606,0.666577,1.06169,1.354472,2.102062,0.2809855,0.072462718,0.010942415,0.444324897,1.127185656,-0.019506167,-0.001144642,0.296176757,1.196721739,0.019927919
64,0,60,-5.0813,-6.08228,0.618414,-17.8535,-28.398666,29.635494,-5.58179,25.81960969,36.99413,0.382435875,318.7474623,-131.1971827,-225.008657,0.236503699,-5690.757817,-341.227423
65,1,10,1.57824,2.88225,-7.84654,-3.33795,-6.724,15.64498,-0.879855,2.490841498,8.307365063,61.56818997,11.1419102,3.931145685,23.94390295,-483.0972653,-37.19113916,119.1414041
66,1,80,2.31751,-1.22641,-7.94248,0.304263,-6.547117,11.790663,-0.4610735,5.3708526,1.504081488,63.08298855,0.092575973,12.44700461,-1.844620578,-501.0353749,0.028167443,6.868510599
67,1,0,3.14399,-8.47447,-7.06171,-6.01413,-18.40632,24.6943,-6.53792,9.88467312,71.81664178,49.86774812,36.16975966,31.07731344,-608.6079763,-352.1515756,-217.5296366,-1131.556888
68,1,40,3.90294,3.2005,-8.14578,-3.1079,-4.15024,18.35712,0.0463,15.23294064,10.24320025,66.35373181,9.65904241,59.45325336,32.7833624,-540.5029015,-30.01933791,316.2346248
69,1,30,-4.34068,4.42165,0.129973,2.86328,3.074223,11.755583,1.4966265,18.84150286,19.55098872,0.016892981,8.198372358,-81.78493464,86.44762928,0.002195631,23.47423561,-7.1426455
70,1,90,-7.14016,-5.3493,-8.36025,-5.15606,-26.00577,26.00577,-6.24473,50.98188483,28.61501049,69.89378006,26.58495472,-364.0188148,-153.0702756,-584.3294748,-137.0736217,1646.425658
71,0,20,-7.32291,-3.61806,1.31251,0.269933,-9.358527,12.523413,-1.6740635,53.62501087,13.09035816,1.7226825,0.072863824,-392.6911283,-47.36170126,2.261038008,0.019668351,9.386810786
72,0,20,-7.06737,6.64093,2.41074,-3.94729,-1.96299,20.06633,-0.768275,49.94771872,44.10195126,5.811667348,15.58109834,-352.9990088,292.8779712,14.01041894,-61.50311368,446.6179147
73,1,10,-3.47593,1.87269,-3.39464,1.81996,-3.17792,10.56322,-0.78734,12.08208936,3.506967836,11.52358073,3.312254402,-41.99649689,6.567463597,-39.11840809,6.028170521,40.21540813
74,1,10,7.21866,-0.18548,-1.98134,1.1865,6.23834,10.57198,0.50051,52.1090522,0.03440283,3.925708196,1.40778225,376.1575307,-0.006381037,-7.778162676,1.67033364,3.147606432
75,1,50,1.10259,-1.41418,-1.20406,1.66358,0.14793,5.38441,-0.050735,1.215704708,1.999905072,1.449760484,2.767498416,1.340423854,-2.828225755,-1.745598608,4.603955016,3.123277408
76,0,30,-4.92355,7.17273,-3.27904,2.35934,1.32948,17.73466,-0.45985,24.2413446,51.44805565,10.75210332,5.566485236,-119.3534722,369.0230122,-35.25657688,13.13323128,273.2121954
77,1,0,-4.07747,-0.635609,-0.194148,2.83791,-2.069317,7.745137,-0.4148785,16.6257616,0.403998801,0.037693446,8.053733168,-67.79104415,-0.256785274,-0.007318107,22.8557699,-1.427947866
78,1,40,-1.21847,3.19816,0.543731,1.55789,4.081311,6.518251,1.0508105,1.484669141,10.22822739,0.2956434,2.427021252,-1.809024808,32.7115077,0.160750482,3.781032138,-3.300926939
79,0,0,-0.437975,1.82734,-1.13087,0.39466,0.653155,3.790845,-0.0216575,0.191822101,3.339171476,1.278866957,0.155756516,-0.084013285,6.101801604,-1.446232276,0.061470866,0.357194265
80,0,0,1.63774,-1.81242,3.0719,2.3203,5.21752,8.84236,1.97902,2.682192308,3.284866256,9.43656961,5.38379209,4.39273363,-5.9535573,28.98819818,12.49201279,-21.15704532
81,1,50,-1.83466,3.76536,1.43944,3.27649,6.64663,10.31595,2.357965,3.365977316,14.17793593,2.071987514,10.73538672,-6.175423942,53.38503283,2.982501707,35.17438723,-32.58100758
82,1,20,-4.01261,1.41884,1.5138,2.27887,1.1989,9.22412,1.46632,16.10103901,2.013106946,2.29159044,5.193248477,-64.60719015,2.856276659,3.469009608,11.83473816,-19.640314
83,0,80,3.18231,3.19007,1.89962,-2.25295,6.01905,10.52495,2.540965,10.12709694,10.1765466,3.608556144,5.075783702,32.22756185,32.46389603,6.854885423,-11.43548689,-43.44711898
84,1,20,2.11551,4.41528,-6.6836,-1.59894,-1.75175,14.81333,0.258285,4.47538256,19.49469748,44.67050896,2.556609124,9.46771656,86.07454788,-298.5598137,-4.087864592,99.81962873
85,0,90,-4.44075,0.234054,-0.567124,-11.0544,-15.82822,16.296328,-2.503937,19.72026056,0.054781275,0.321629631,122.1997594,-87.57274709,0.012821777,-0.182403883,-1350.84502,-6.516067792
86,1,80,9.01254,2.08669,0.817659,5.75177,17.668659,17.668659,3.91923,81.22587725,4.354275156,0.66856624,33.08285813,732.0514678,9.086022425,0.546659203,190.2849909,88.4461377
87,0,60,-0.870772,4.14911,0.213936,2.19921,5.691484,7.433028,1.206573,0.758243876,17.21511379,0.045768612,4.836524624,-0.660257536,71.42740079,0.009791554,10.63653332,-1.699847566
88,1,90,8.67048,-4.72679,1.21208,3.02583,8.1816,17.63518,2.118955,75.17722343,22.3425437,1.469137926,9.155647189,651.8226122,-105.6085122,1.780712698,27.70343193,-150.3090945
89,1,90,6.29613,7.74464,2.05834,7.13579,23.2349,23.2349,6.71596,39.64125298,59.97944873,4.236763556,50.91949892,249.5864821,464.5192378,8.720699897,363.3508512,716.1996361
90,0,80,7.48976,3.27488,4.76515,-4.35899,11.1708,19.88878,4.020015,56.09650486,10.72483901,22.70665452,19.00079382,420.1493582,35.12256079,108.2006148,-82.82427025,-509.478359
91,1,80,6.41895,-2.09794,-3.78549,-3.38421,-2.84869,15.68659,-2.741075,41.2029191,4.401352244,14.32993454,11.45287732,264.4794776,-9.233772926,-54.2458239,-38.75894197,-172.518814
92,0,10,-0.62126,-13.1097,0.224874,-3.32782,-16.833906,17.283654,-1.97454,0.385963988,171.8642341,0.050568316,11.07438595,-0.239783987,-2253.08855,0.011371499,-36.85356306,-6.094880829
93,0,50,3.36721,2.84261,1.89025,-1.35454,6.74553,9.45461,2.36643,11.33810318,8.080431612,3.573045063,1.834778612,38.17777442,22.9695157,6.753948429,-2.485281021,-24.50747471
94,0,30,22.0201,7.65433,-8.81978,-1.28464,19.57001,39.77885,3.184845,484.884804,58.58876775,77.78851925,1.65029993,10677.21187,448.4577626,-686.0776263,-2.120041302,1909.702258
95,0,70,3.35749,0.969101,-8.67076,1.57799,-2.766179,14.575341,1.2735455,11.2727391,0.939156748,75.18207898,2.49005244,37.8481088,0.910137744,-651.8857631,3.92927785,-44.51897757
96,0,20,1.69685,5.91761,1.80363,1.53945,10.95754,10.95754,1.75024,2.879299923,35.01810811,3.253081177,2.369906303,4.885740073,207.2235067,5.867354803,3.648352257,27.8806459
97,1,80,0.328692,-4.09365,-0.0333576,-0.341096,-4.1394116,4.7967956,-0.1872268,0.108038431,16.75797032,0.001112729,0.116346481,0.035511368,-68.60126521,-3.71E-05,-0.039685319,-0.015309862
98,0,70,4.85523,4.05705,3.6508,2.7612,15.32428,15.32428,3.853925,23.57325835,16.4596547,13.32834064,7.62422544,114.4535912,66.77764211,48.65910601,21.05201128,198.5665429
99,0,90,-5.11031,3.07713,3.00937,7.119,8.09519,18.31581,3.04325,26.1152683,9.468729037,9.056307797,50.680161,-133.4571167,29.13651018,27.25378099,360.7920662,-336.8896514
100,0,30,-7.85025,0.629732,-12.19,-3.68079,-23.091308,24.350772,-5.76552,61.62642506,0.396562392,148.5961,13.54821502,-483.7828433,0.249728028,-1811.386459,-49.86813438,-221.811468
